Institute ID,Institute Name,TLR,RPC,GO,OI,PERCEPTION,City,State,Score,Rank,Year,UG_Students,Total_Students,Capital_Expenditure,Operational_Expenditure,Total_Expenditure,WOS_Publications,WOS_Citations,Scopus_Publications
IR-2-O-OE-U-0139,Indian Institute of Technology Gandhinagar,73.72,27.29,56.79,60.47,15.9,Gandhinagar,Gujarat,49.31,39,2018,684,822,151921000,510099000,662020000,284,728,374
IR-1-O-O-U-0485,Tamil Nadu Agricultural University,78.6,12.99,75.58,54.06,12.07,Coimbatore,Tamil Nadu,49.22,40,2018,1096.896334,2505.724186,155706367.9,478339661.8,428769953.8,518.9058095,722.724094,725.2863706
IR-1-O-O-U-0304,Homi Bhabha National Institute,84.14,14.18,70.13,44.74,9.85,Mumbai,Maharashtra,48.98,41,2018,1721.433609,2467.639828,207822770.6,343788609.7,369920191.7,534.1788777,1227.454175,734.3259247
IR-2-O-OE-U-0357,National Institute of Technology Rourkela,55.85,41.93,69.73,43.4,9.85,Rourkela,Odisha,48.62,42,2018,2279,4234,263522157,827000000,1090522157,1768,5541,1979
IR-1-O-C-U-0435,Alagappa University,65.74,22.27,70.4,53.19,24.5,Karaikudi,Tamil Nadu,48.25,43,2018,2008.550989,1449.014367,191123526.3,582793197,449804349.2,624.3881319,1639.927869,802.3144061
IR-2-O-OE-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",60.01,35.5,64.06,43.37,22.63,Howrah,West Bengal,48.06,44,2018,3010.388032,4027.978317,295766915.6,501817029.8,1134292308,1114.084648,3047.873847,1331.84776
IR-1-O-O-U-0027,Osmania University,55.09,25.9,93.35,44.69,5.76,Hyderabad,Telangana,48.02,45,2018,1082.23118,1778.61811,221906516.8,892564911,1167419072,801.9824149,2150.9865,853.7878824
IR-1-O-O-U-0056,Tezpur University,66.61,30.54,65.26,47.3,10.82,Tezpur,Assam,48,46,2018,1188.628136,1490.658893,186152094.6,573240675.6,606182239.9,787.092075,2563.486188,1368.416538
IR-1-O-O-U-0260,Kerala University,65.16,19.8,83.76,47.6,7.17,Thiruvananthapuram,Kerala,47.72,47,2018,715.6256503,1615.822076,196200368.1,246834380.5,149493949,550.1605615,1492.256121,851.9005906
IR-1-O-O-U-0589,Visva Bharati,63.49,27.44,72.24,53.87,5.03,Kolkata,West Bengal,47.62,48,2018,827.436742,1061.310822,209070106.8,590300587.2,360089283.4,716.4019163,2035.999936,829.0974965
IR-1-O-O-U-0331,Tata Institute of Social Sciences,68.98,9.77,78.3,71.56,10.18,Mumbai,Maharashtra,47.46,49,2018,1822.817393,2068.333542,124299677.3,377582908.2,104630748.7,184.2312532,1026.39218,370.3574342
IR-2-O-EM-I-1480,Thapar Institute of Engineering and Technology,58.24,34.97,65.36,57.27,3.55,Patiala,Punjab,47.11,50,2018,4885,5306,270206000,848760000,1118966000,1332,4672,1412
IR-2-O-OE-U-0355,Indian Institute of Technology Bhubaneswar,70.95,28.14,52.36,59.78,8.87,Bhubaneswar,Odisha,47.07,51,2018,982,1126,314431437,495558031,809989468,757,4154,540
IR-1-O-O-U-0554,G. B. Pant Universtiy of Agriculture and Technology,72.14,15.04,75.45,48.16,5.03,Pantnagar,Uttarakhand,46.56,52,2018,1320.144138,815.5471453,240200735.7,314100432.9,544328662.5,506.5250653,1320.70492,820.2955843
IR-1-O-O-U-0262,Mahatma Gandhi University,64.21,22.89,72.84,51.76,6.82,Kottayam,Kerala,46.56,52,2018,1230.425473,1108.467067,225857774.8,463570939.8,354205883.8,618.5033733,1748.306377,864.67998
IR-4-O-OEML-U-0476,Shanmugha Arts Science Technology & Research Academy,53.44,34.57,64.43,58.95,11.45,Thanjavur,Tamil Nadu,46.33,54,2018,6485,6655,364486104,758090455,1122576559,640,2746,1619
IR-1-O-O-U-0377,Indian Institute of Science Education & Research Mohali,63.32,21.34,63.29,65.05,16.73,Mohali,Punjab,46.24,55,2018,2011.170669,2617.69217,290984736.4,540892230.8,808687806.9,552.2845385,1342.507912,617.7564542
IR-1-O-O-U-0272,Indian Institute of Science Education & Research Bhopal,61.55,26.6,62.83,63.71,7.86,Bhopal,Madhya Pradesh,46.17,56,2018,1129.251031,1413.436761,320618564,594715374.6,860267282.4,540.0293833,1794.290797,636.793155
IR-2-O-OE-U-0237,National Institute of Technology Surathkal,52.66,29.51,68.64,51.71,25.85,Surathkal,Karnataka,46.14,57,2018,2888,3797,169734000,832771000,1002505000,1180,2617,1236
IR-1-O-O-U-0254,Indian Institute of Science Education & Research Thiruvananthapuram,69.8,20.45,59.51,47.58,22.39,Thiruvananthapuram,Kerala,45.97,58,2018,698.1919919,1042.673371,170558377.1,410974271.1,921427678.5,580.6985422,1411.385251,635.7603538
IR-2-O-OP-U-0222,JSS Academy of Higher Education and Research,69,17.24,61.89,68.65,6.47,Mysore,Karnataka,45.76,59,2018,371.8139446,768.5519048,216382881.4,277152417.3,491736063.2,257.5929167,1084.874087,411.8389626
IR-1-O-O-U-0381,Punjab Agricultural University,80.46,19.35,54.02,42.72,5.4,Ludhiana,Punjab,45.56,60,2018,3963.311207,5064.047629,232815020.2,333267997.1,579488549.9,471.8961371,1477.691449,606.7761237
IR-1-O-O-U-0052,Gauhati University,64.91,19.8,74.9,44.44,6.11,Guwahati,Assam,45.44,61,2018,972.8920676,492.7789172,241322951.5,449130319.4,653491433,598.2589502,1546.422893,892.1428113
IR-3-O-ODP-I-1486,Sri Ramachandra Medical College and Research Institute,76.9,19.5,51.41,55.1,5.76,Chennai,Tamil Nadu,45.29,62,2018,2716.661127,1890.337408,261484353.7,546632281,783465451.4,355.9298024,1211.876362,621.947218
IR-5-O-OEMDP-U-0473,SRM Institute of Science and Technology,56.87,28.54,64.68,57.57,8.53,Chennai,Tamil Nadu,45.17,63,2018,18332,19090,483900000,2070087900,2553987900,886,2899,2217
IR-3-O-OEM-C-37013,PSG College of Technology,62.6,16.92,61.14,49.77,38.71,Coimbatore,Tamil Nadu,44.94,64,2018,3551,3963,145595000,538094000,683689000,518,962,915
IR-5-O-OEMLD-U-0356,Kalinga Institute of Industrial Technology,57.32,22.53,69.57,65.94,3.55,Bhubaneswar,Odisha,44.81,65,2018,9242,9453,402418297,1289618387,1692036684,710,1168,841
IR-5-O-OEMAP-U-0202,Birla Institute of Technology,57.73,29.45,61.31,52.43,10.5,Ranchi,Jharkhand,44.71,66,2018,2499,2771,46190859,775340228,821531087,758,1671,1129
IR-1-O-O-U-0329,Symbiosis International,69.88,12.46,60.9,71.23,6.11,Pune,Maharashtra,44.62,67,2018,1060.42481,1022.274991,196855553.9,191340137.7,492398660.6,232.2636623,873.0117925,183.5046432
IR-4-O-OEMA-U-0474,Sathyabama Institute of Science and Technology,52.38,29.43,65.31,63.14,4.3,Chennai,Tamil Nadu,44.34,68,2018,8969,9060,324819000,814198000,1139017000,879,725,2413
IR-2-O-OE-U-0064,Indian Institute of Technology Patna,67.81,25.42,52.87,49.93,7.17,Patna,Bihar,44.25,69,2018,862,1022,247712559,230201616,477914175,511,1446,589
IR-2-O-OD-I-1441,Saveetha Institute of Medical and Technical Sciences,65.4,18.67,60.34,63.92,3.17,Chennai,Tamil Nadu,44,70,2018,595.0132157,565.8801833,178640920,145196956,365222558.4,222.8324145,696.7941289,391.0207904
IR-1-O-O-U-0196,University of Kashmir,62.39,20.08,77.61,36.99,0,Srinagar,Jammu and Kashmir,43.96,71,2018,9853.687802,9057.645148,116231833,533243619.5,322345479.8,550.0086588,1250.997783,851.4932348
IR-1-O-O-U-0642,Shiv Nadar University,69.21,12.55,60.17,71.18,0,Chithera,Uttar Pradesh,43.68,72,2018,4326.27927,2918.620305,190324968.9,456644422,663859495.5,221.2347346,490.9226221,249.6485305
IR-1-O-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,62.51,20.31,62.21,52.43,10.82,Kancheepuram,Tamil Nadu,43.6,73,2018,2774,2912,65559261,667143416,732702677,717,1007,852
IR-2-O-OE-U-0037,Sri Venkateswara University,60.43,25.94,61.66,50.03,2.01,Tirupati,Andhra Pradesh,43.44,74,2018,771,989,7460756,140725042,148185798,502,2112,657
IR-1-O-D-C-45515,PSG Institute of Medical Sciences & Research,82.71,2.12,58.65,50.06,10.5,Coimbatore,Tamil Nadu,43.24,75,2018,1194.462057,2359.531252,164988566.3,348871315.5,458835915.9,469.4381832,426.0740829,574.5979678
IR-1-O-O-U-0159,Chaudhary Charan Singh Haryana Agricultural University,78.3,8.04,65.06,41.03,2.01,Hisar,Haryana,43.21,76,2018,4193.664905,5880.398101,154037682.5,485210697.8,570326036.3,476.2275666,768.0161958,704.7704799
IR-3-O-OML-U-0195,University of Jammu,65.22,18.9,69.46,39.44,1.22,Jammu Tawi,Jammu and Kashmir,43.19,77,2018,3005.802432,3795.234099,158124402.2,386547979.5,294869217.4,444.3182559,1008.63705,800.8364425
IR-2-O-OE-U-0025,National Institute of Technology Warangal,56.18,22.73,67.06,54.72,6.11,Warangal,Telangana,43.16,78,2018,2779,3570,154568900,1113409631,1267978531,839,1926,888
IR-2-O-OD-I-1110,Dr. D. Y. Patil Vidyapeeth,76.37,8.25,56.74,62.9,1.22,Pune,Maharashtra,43.15,79,2018,534.3433495,194.3249195,160717622.6,183120246.9,380775053.5,223.8386689,323.8552293,315.5732373
IR-6-O-OEMALP-U-0497,Amity University,48.75,30.1,62.95,62.11,5.4,Gautam Budh Nagar,Uttar Pradesh,42.99,80,2018,6916,7287,45665364,1721349852,1767015216,1271,1813,1685
IR-1-O-O-U-0463,Madurai Kamraj University,61.57,28.03,49.87,45.12,16.18,Madurai,Tamil Nadu,42.98,81,2018,728.8083068,626.7443804,199124870.7,308292061.9,804659139.1,598.4083919,3115.219188,737.571838
IR-6-O-OEMAPC-N-10,SVKM`s Narsee Monjee Institute of Management Studies,65.29,12.61,63.9,65.69,0.81,Mumbai,Maharashtra,42.8,82,2018,1149.777873,1466.111336,263226819.7,616135665.8,925111680.6,223.7688415,412.338509,622.8379745
IR-2-O-EM-U-0020,Koneru Lakshmaiah Education Foundation University,65.81,15.23,62.65,59.43,0,Vaddeswaram,Andhra Pradesh,42.78,83,2018,14163,14593,269045388,831439051,1100484439,300,302,1137
IR-1-O-O-U-0225,KLE Academy of Higher Education and Research,74.67,11.37,50.08,66.52,2.79,Belagavi,Karnataka,42.76,84,2018,361.5928121,179.001759,196918464,263406119.5,495288090.4,202.5100258,422.622433,232.5297376
IR-1-O-O-U-0246,University of Agricultural Sciences,73.71,2.64,70.63,54.04,1.22,Dharwad,Karnataka,42.55,85,2018,53.53576939,365.4905524,152392981.3,536724858.7,226174874.9,469.7609486,368.6052339,593.564628
IR-1-O-O-U-0376,Guru Nanak Dev University,44.09,31.78,70.3,48.22,7.17,Amritsar,Punjab,42.36,86,2018,818.8356085,1358.576405,32937803.45,771664466.5,1067115241,1165.600363,3042.448849,1224.256916
IR-3-O-OEM-U-0369,Pondicherry University,46.64,26.49,69.92,49.6,14.76,Puducherry,Pondicherry,42.36,86,2018,788.9117503,1287.157202,20344432.32,676249308.4,741080663.7,847.4926684,2497.656184,814.8698526
IR-1-O-O-U-0341,North Eastern Hill University,64.85,13.43,70.21,43.1,5.03,Shillong,Meghalaya,42.34,88,2018,1608.401991,2416.090521,98880858.86,371538973.3,226166884.4,485.4151434,919.5831121,693.3776412
IR-1-O-D-U-0036,Sri Venkateswara Institute of Medical Sciences,77.09,3,64.64,53.34,0.41,Tirupati,Andhra Pradesh,42.33,89,2018,7263.766962,8418.958377,225611100.5,830607600.3,728273857.1,468.5357544,305.6550453,702.7132753
IR-2-O-OE-U-0507,Dayalbagh Educational Institute,64.14,5.05,69.03,61.36,12.38,Agra,Uttar Pradesh,41.95,90,2018,856,919,10985249,68821090,79806339,141,470,140
IR-4-O-OEMP-U-0389,Banasthali Vidyapith,47.08,14.16,82.05,66.66,4.3,Banasthali,Rajasthan,41.88,91,2018,2080.983146,1540.004278,107484620.6,414300365.6,664662125.8,498.7282392,787.8858844,703.1248995
IR-1-O-O-U-0487,Tamil Nadu Veterinary & Animal Sciences University,74.76,7.95,58.9,47.51,3.93,Chennai,Tamil Nadu,41.73,92,2018,1338.640497,869.1975827,125881167,135237443.7,261780495.8,447.07798,653.6137524,548.0645768
IR-1-O-O-I-1361,Bharati Vidyapeeth,58.92,16.06,61.04,55.26,14.76,Pune,Maharashtra,41.71,93,2018,295.3964618,290.3787717,103171840.7,455924865,607829618,408.4441815,574.8472723,590.90191
IR-1-O-O-U-0448,Bharathidasan University,57.01,29.21,48.45,34.45,26.3,Tiruchirappalli,Tamil Nadu,41.63,94,2018,3739.087592,4648.874224,179793648.8,360748137.1,843556869.7,1172.008398,3119.91556,1405.244549
IR-3-O-OEA-C-26794,Thiagarajar College of Engineering,57.09,19.19,61.91,46.95,14.46,Madurai,Tamil Nadu,41.41,95,2018,2448,2653,34626000,306164284,340790284,500,1568,674
IR-1-O-E-C-41593,College of Engineering,55.86,17.22,62.43,51.12,12.07,Pune,Maharashtra,40.74,96,2018,2755,3460,194229564,678381535,872611099,514,509,897
IR-1-O-D-C-47762,Mahatma Gandhi Medical College and Research Institute,72.43,5.83,50.15,69.66,2.4,Puducherry,Pondicherry,40.72,97,2018,718.4107898,648.5388322,201284096.9,207324194,352577654.7,177.6203913,517.5036888,186.1384191
IR-1-O-O-U-0121,Goa University,59.83,13.77,66.09,51.58,2.01,Goa,Goa,40.66,98,2018,1611.293356,2020.596185,98833425.85,591293370.6,332854124.3,554.4030466,617.2996971,820.1548403
IR-1-O-O-U-0253,Cochin University of Science and Technology,47.72,24.36,62.94,44.19,18.88,Cochin,Kerala,40.53,99,2018,5730.357243,5765.105002,113222204.7,744289000.4,783807518,827.0051286,2371.451907,997.3938383
IR-2-O-OE-U-0098,Delhi Technological University,47.77,24.12,62.86,48.83,15.04,New Delhi,Delhi,40.52,100,2018,6174,6808,84278421,666797966,751076387,862,2429,998
IR-O-U-0456,Indian Institute of Technology Madras,84.56,83.53,87.13,66.08,94.14,Chennai,Tamil Nadu,83.88,1,2019,466,466,1238888233,3794332732,5169949393,3362.367145,12421.25507,3880.570799
IR-O-U-0220,Indian Institute of Science,83.16,89.24,78.57,48.47,100,Bengaluru,Karnataka,82.28,2,2019,3792.750101,3956.631775,1132743298,3631303741,5113279078,3769.161958,12382.60443,4685.823446
IR-O-I-1074,Indian Institute of Technology Delhi,78.3,82.98,79.14,58.58,86.14,New Delhi,Delhi,78.69,3,2019,749,749,1203513827,3606026023,4113664306,3763.913701,12293.94696,4576.855234
IR-O-U-0306,Indian Institute of Technology Bombay,76.95,84.36,82.31,50.68,86.92,Mumbai,Maharashtra,78.62,4,2019,717,717,1057578235,3253545447,4116801152,3759.861263,14923.66153,4510.994067
IR-O-U-0573,Indian Institute of Technology Kharagpur,67.36,76.65,86.17,60.63,78.11,Kharagpur,West Bengal,74.31,5,2019,656,656,1171765185,2484777024,3238888967,3988.991579,13841.53622,3910.311455
IR-O-I-1075,Indian Institute of Technology Kanpur,71.95,69.61,69.96,50.39,75.68,Kanpur,Uttar Pradesh,69.07,6,2019,827,827,1104092254,2444342521,2944963834,4153.318557,11633.58169,4153.402694
IR-O-U-0109,Jawaharlal Nehru University,76.75,41.85,99.87,75.87,55.27,New Delhi,Delhi,68.68,7,2019,1788.199278,1364.950294,1569920989,1927406864,2786078748,3084.262186,13804.37214,3507.823044
IR-O-U-0560,Indian Institute of Technology Roorkee,67.32,65.08,87.14,61.64,43.66,Roorkee,Uttarakhand,67.68,8,2019,845,845,1138941098,1576958203,2646482947,3136.994459,14087.55649,3675.058698
IR-O-U-0053,Indian Institute of Technology Guwahati,76.79,56.58,73.87,60.63,46.34,Guwahati,Assam,65.47,9,2019,660,660,1191310029,1651260542,2469595301,2939.224615,14879.37373,4535.350605
IR-O-U-0500,Banaras Hindu University,69.72,46.48,96.37,57.01,47.28,Varanasi,Uttar Pradesh,64.55,10,2019,252.1814106,422.6999667,1104759160,1866856202,2345869197,2997.404367,14373.51849,4244.432883
IR-O-U-0042,University of Hyderabad,74.81,43.78,83.64,58.77,36.71,Hyderabad,Telangana,61.85,11,2019,2012.15281,1357.26069,1169403054,1988138280,2420981241,3004.649068,8106.60914,4742.498949
IR-O-U-0570,Calcutta University,62.26,47.1,91.54,60.14,37.39,Kolkata,West Bengal,60.87,12,2019,1830.717801,1960.237282,1637716043,1316866685,2514471842,2568.296025,7639.636942,4020.111528
IR-O-U-0575,Jadavpur University,54.4,54.89,90.28,44.95,51.83,Kolkata,West Bengal,60.53,13,2019,1079,1079,1568313636,1185012424,2449199678,2760.600031,8324.005789,4148.893365
IR-O-U-0439,Anna University,56.39,54.1,78.07,53.16,62.72,Chennai,Tamil Nadu,60.35,14,2019,2740,2740,1659635758,1775427125,2599481406,2842.860793,8152.672216,4957.5926
IR-O-U-0436,Amrita Vishwa Vidyapeetham,73.03,43.77,70.28,70.23,31.01,Coimbatore,Tamil Nadu,59.22,15,2019,1153.507401,1621.063752,372102316.8,1841096014,3216178342,2503.801198,7397.863013,2027.452379
IR-O-U-0234,Manipal Academy of Higher Education,77.91,38.31,69.71,66.78,30.21,Manipal,Karnataka,58.5,16,2019,525.9574938,497.2079511,344014772.1,881749105.5,791905524,620.9119081,2331.016513,1136.819745
IR-O-U-0323,Savitribai Phule Pune University,69.26,44.42,86.04,54.34,16.55,Pune,Maharashtra,58.4,17,2019,863.6572901,658.5095303,94196282.24,572589132.5,426151492.9,1158.020131,3149.240471,1625.378361
IR-O-U-0496,Aligarh Muslim University,76.69,35.38,85.67,57.56,18.46,Aligarh,Uttar Pradesh,58.36,18,2019,385,385,167954364.6,512926769.3,479392394.2,783.8419966,2050.645714,929.4241301
IR-O-U-0108,Jamia Millia Islamia,73.74,32.04,88.53,71.97,14.26,New Delhi,Delhi,58.07,19,2019,350,350,64954616.57,270627379.3,276913770.1,690.5607641,1706.80465,816.5444561
IR-O-U-0120,University of Delhi,47.87,53.79,87.18,55.4,41.11,Delhi,Delhi,57.59,20,2019,2314.286515,3158.759475,151788247.8,1316818862,1742454558,1867.963613,4677.677247,4038.223717
IR-O-U-0447,Bharathiar University,66.93,45.04,76.53,52.11,31.2,Coimbatore,Tamil Nadu,57.23,21,2019,600.4318141,1021.700246,215026274.1,1943670529,1229006791,1075.312532,4417.652775,1752.937774
IR-O-U-0013,Indian Institute of Technology Hyderabad,70.91,40.82,67.47,58.77,40.33,Hyderabad,Telangana,56.92,22,2019,240,240,455391529.7,1432753798,2056840726,1905.493265,5686.110311,4329.868582
IR-O-U-0305,Indian Institute of Science Education & Research Pune,70.53,42.05,57.13,60.11,32.75,Pune,Maharashtra,54.48,23,2019,781.9362069,945.8629065,427327874.8,2566898100,3515886246,1985.249367,4424.181514,2403.501046
IR-O-U-0467,National Institute of Technology Tiruchirappalli,61.25,34.72,70.89,62.89,50.61,Tiruchirappalli,Tamil Nadu,54.32,24,2019,884,884,477196925.1,1781390872,2247131559,1166.818019,4271.969031,1226.172428
IR-O-U-0205,Indian Institute of Technology (Indian School of Mines) Dhanbad,54.72,50.98,76,39.42,25.54,Dhanbad,Jharkhand,53.4,25,2019,824,824,199135488.3,967096823.3,1341872518,1210.940905,4534.371759,1976.413658
IR-O-S-8972,Indian Institute of Management Calcutta,78.8,17.12,62.55,67.62,46.34,Kolkata,West Bengal,52.68,26,2019,2585.357505,3372.959234,414660062.1,1455703763,2022374193,326.5861778,718.8535719,622.5663117
IR-O-U-0308,Institute of Chemical Technology,54.67,48.4,72.61,51.49,20.28,Mumbai,Maharashtra,52.62,27,2019,211,211,381405631.6,853253007,1091480840,996.6698851,5525.998547,1246.555071
IR-O-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,62.09,39.44,68.32,54.48,29.2,Varanasi,Uttar Pradesh,52.49,28,2019,815,815,284259857.9,976838469.3,1060523893,1129.443917,5275.964251,2082.497844
IR-O-U-0006,Andhra University,69.36,23.16,86.61,55.73,14.55,Visakhapatnam,Andhra Pradesh,52.11,29,2019,399.1783277,692.9007843,173812948.8,469122820.7,253876785.6,387.680921,1596.461565,728.6751905
IR-O-U-0304,Homi Bhabha National Institute,83.26,25.24,71.18,47.29,4.33,Mumbai,Maharashtra,51.95,30,2019,2578.193562,3809.856391,226911071.5,338044692.5,241426397.6,567.2226821,1947.566639,704.3192415
IR-O-U-0107,Jamia Hamdard,69.64,29.92,74.12,63.52,6.86,New Delhi,Delhi,51.73,31,2019,1188.247637,1413.769179,189130159.1,283619840.4,483378959.4,758.9198407,1599.075857,898.1069409
IR-O-U-0490,Vellore Institute of Technology,48.7,47.63,66.55,57.02,35.31,Vellore,Tamil Nadu,51.44,32,2019,6283,6283,369049845.3,2717949410,3083517083,2079.072361,4646.641284,3192.900023
IR-O-I-1357,University of Madras,64.29,33.28,68.26,54.18,30.01,Chennai,Tamil Nadu,51.34,33,2019,1252.204905,1529.14083,227268574.6,749703656.8,710768892,739.8951325,3118.794457,1123.11777
IR-O-U-0078,Panjab University,51.02,44.82,72.5,52.89,27.09,Chandigarh,Chandigarh,51.25,34,2019,836,836,109902909.8,593559846,657569243.4,1059.746117,4184.104735,1255.40812
IR-O-U-0260,Kerala University,74.8,18.84,85.7,51.2,8.59,Thiruvananthapuram,Kerala,51.21,35,2019,682.6655328,1157.813577,154452082.1,273686551,217967142.5,486.8319228,850.7140823,729.5532462
IR-O-U-0584,Indian Institute of Engineering Science and Technology,62.98,36.74,66.47,47.19,30.41,Shibpur,West Bengal,50.96,36,2019,1895.082766,1950.72319,171885611.6,708022282.9,1039813902,714.8156454,3521.734201,1130.375917
IR-O-U-0272,Indian Institute of Science Education & Research Bhopal,68.8,31.49,65.92,68.21,7.91,Bhopal,Madhya Pradesh,50.88,37,2019,814.3090404,1023.085982,175786895.6,506331062.2,664084326.9,621.1719354,3050.677356,740.0297771
IR-O-U-0357,National Institute of Technology Rourkela,54.23,45.65,68.68,45.97,24.4,Rourkela,Odisha,50.75,38,2019,610,610,169115986.3,653244398.1,833478756,1082.729843,4030.49353,1315.301552
IR-O-U-0391,Birla Institute of Technology & Science,56.68,34.14,73.06,52.26,34.41,Pilani,Rajasthan,50.53,39,2019,2014,2014,133756628.1,2232521898,910663137.1,1174.894019,3385.960031,1290.852125
IR-O-U-0572,Indian Institute of Science Education & Research Kolkata,69.99,41.21,45.09,55.69,24.86,Mohanpur,West Bengal,50.44,40,2019,406.8637999,376.1408864,409718274.4,548911051.7,1017694504,1139.465565,3288.5533,1443.423372
IR-O-U-0363,Siksha `O` Anusandhan,72.96,21.17,69.84,61.04,20.02,Bhubaneswar,Odisha,50.31,41,2019,1980,1980,205190760.3,441775865.9,380755664,377.3376274,1134.178512,454.5523134
IR-O-U-0523,King George`s Medical University,79.82,25.85,61.38,53.38,5.8,Lucknow,Uttar Pradesh,49.91,42,2019,1139.007148,2884.112484,179240119.9,357995398.8,538338914.3,522.5548011,1538.089661,600.2919581
IR-O-U-0027,Osmania University,58.2,24.95,92.09,55.68,9.26,Hyderabad,Telangana,49.86,43,2019,2614.764925,1606.351544,191407695.9,618949815.1,1033354090,654.4266148,2286.546122,819.9361147
IR-O-U-0184,Indian Institute of Technology Mandi,67.62,28.36,64.56,65.68,11.2,Mandi,Himachal Pradesh,49.4,44,2019,150,150,367141745.6,433388251.6,798867040.2,648.1397279,2176.875571,1865.024932
IR-O-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),62.13,36.3,65.31,56.58,10.24,Patiala,Punjab,49.27,45,2019,1480,1480,386532896.9,749068727.6,741887726,811.8809912,3877.309558,1390.360757
IR-O-U-0355,Indian Institute of Technology Bhubaneswar,64.64,32.91,55.57,57.61,25.99,Bhubaneswar,Odisha,48.73,46,2019,220,220,244224682,572252392.5,1111891573,943.9689339,2403.035732,1265.991365
IR-O-U-0435,Alagappa University,66.72,22.18,71.17,49.75,26.65,Karaikudi,Tamil Nadu,48.54,47,2019,928.1415586,871.0161987,146474076,417447796.5,455658151.8,623.7045309,1729.067761,789.6906446
IR-O-U-0056,Tezpur University,66.92,30.1,63.47,50.99,15.71,Tezpur,Assam,48.47,48,2019,705.3608655,723.9345187,179070235.1,483952133.4,722293419,772.2361728,2437.438446,1282.734422
IR-O-U-0262,Mahatma Gandhi University,66.49,26.97,72.39,51.98,3.58,Kottayam,Kerala,48.08,49,2019,2037.091477,1802.086177,156471160.8,532223658.8,252410803.2,605.0909473,2005.191825,803.9980787
IR-O-U-0356,Kalinga Institute of Industrial Technology,66.01,18.1,71.7,69.38,14.55,Bhubaneswar,Odisha,47.97,50,2019,3450,3450,170738354.4,560183984.4,294111858.9,249.52432,1074.443817,634.1166971
IR-O-U-0139,Indian Institute of Technology Gandhinagar,61.95,31.43,56.23,61.6,24.17,Gandhinagar,Gujarat,47.85,51,2019,180,180,244290088,488754279.2,1061670385,783.8672284,2406.998305,1369.119225
IR-O-U-0473,SRM Institute of Science and Technology,56.67,26.51,78.07,58.09,14.26,Chennai,Tamil Nadu,47.8,52,2019,5220,5220,183802859.2,988664045.9,1369747073,705.0035288,2367.938687,906.2764121
IR-O-U-0237,National Institute of Technology Karnataka,51.32,32.27,71.35,50.89,29.4,Surathkal,Karnataka,47.37,53,2019,868,868,153958924.4,672091541.3,922257574.3,984.7802693,3238.728509,1313.774556
IR-O-I-1486,Sri Ramachandra Institute of Higher Education and Research,73.84,16.57,70.49,55.04,6.15,Chennai,Tamil Nadu,47.34,54,2019,650.7961824,969.7180059,197054073.8,553511971.7,465097584,386.1416879,1109.389059,833.8009178
IR-O-U-0222,JSS Academy of Higher Education and Research,70.32,15.74,65.48,70.26,10.24,Mysore,Karnataka,46.97,55,2019,1292.567216,1542.529738,224683612.7,628483174.7,665548534.5,272.7731026,1129.605004,407.2773226
IR-O-U-0331,Tata Institute of Social Sciences,65.17,9.97,79.76,71.16,12.14,Mumbai,Maharashtra,46.82,56,2019,954.4025878,735.6458667,152513774.5,342133347.5,71652579.85,164.9160719,1003.130607,520.4957526
IR-O-U-0446,Bharath Institute of Higher Education & Research,68.09,17.76,64.96,72.53,3.19,Chennai,Tamil Nadu,46.32,57,2019,1439.388799,2077.994599,313453645.6,492907169.6,577532004,282.4477535,1161.239024,420.3504096
IR-O-U-0064,Indian Institute of Technology Patna,66.93,29.8,54.37,51.43,12.45,Patna,Bihar,46.28,58,2019,200,200,184705107.8,586504614.7,608379271.7,774.5956258,2368.083879,1209.747583
IR-O-U-0589,Visva Bharati,60.65,26.07,74.79,41.39,11.52,Santiniketan,West Bengal,46.27,59,2019,3480.482953,3458.077916,208941029.6,400450610.2,546760667.5,695.3316997,2446.861152,853.4055287
IR-O-U-0554,G. B. Pant Universtiy of Agriculture and Technology,71.58,15.49,75.65,43.02,5.44,Pantnagar,Uttarakhand,46.09,60,2019,350,350,256706054.4,458626832.5,593449947.5,498.6842609,1343.998627,852.6773472
IR-O-U-0025,National Institute of Technology Warangal,57.88,24.71,67.97,57.45,19.51,Warangal,Telangana,46.06,61,2019,800,800,309290006.3,697554811.7,1493567598,693.5034837,2326.883019,934.8415545
IR-O-U-0341,North Eastern Hill University,67.86,14.53,75.72,54.75,6.51,Shillong,Meghalaya,45.99,62,2019,166.114992,308.0938051,226458985.2,551875923.8,602376083.5,352.948904,1107.00326,875.783292
IR-O-U-0476,Shanmugha Arts Science Technology & Research Academy,55.55,32.38,65.16,57.13,6.86,Thanjavur,Tamil Nadu,45.8,63,2019,2160,2160,272718170.6,1253007090,1627086663,946.0404169,2469.997507,1521.660684
IR-O-U-0474,Sathyabama Institute of Science and Technology,59.17,27.15,65.86,62.79,2.41,Chennai,Tamil Nadu,45.58,64,2019,3168,3168,283058514.3,708427468.5,627339074.5,495.0913991,1479.627897,627.571896
